ID,AVG_ERROR,MAX_ERROR,END_ERROR,E25,E50,E75,E100,NUM_RANK,TERMINATED,,,,,,,,,
17315,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17316,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17317,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17318,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17319,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17320,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17321,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17322,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17323,0.0138123,0.100499,0,0.01,0,0,0,1,2000,,,,,,,,,
17324,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17325,0.0250623,0.100499,0.1,0.100499,0,0,0.1,1,2000,,,,,,,,,
17326,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17327,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17328,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17329,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17330,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17331,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17332,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17333,0.01375,0.1,0,0.01,0,0,0,1,2000,,,,,,,,,
17334,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17335,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17336,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17337,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17338,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17339,0.0025,0.01,0,0,0.01,0,0,1,2000,,,,,,,,,
17340,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17341,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17342,0.0263123,0.100499,0,0.100499,0.01,0,0,1,2000,,,,,,,,,
17343,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17344,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17345,0.0250623,0.100499,0,0.1,0,0,0,1,2000,,,,,,,,,
17346,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17347,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17348,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17349,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17350,0.00375,0.01,0.01,0,0.01,0,0.01,1,2000,,,,,,,,,
17351,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17352,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17353,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17354,0.0250623,0.100499,0,0.100499,0,0,0,1,2000,,,,,,,,,
17355,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17356,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17357,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17358,0.025,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17359,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17360,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17361,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17362,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17363,0.0025,0.01,0.01,0.01,0,0,0.01,1,2000,,,,,,,,,
17364,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17365,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17366,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17367,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17368,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17369,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17370,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17371,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17372,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17373,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17374,0.0025,0.02,0,0,0.02,0,0,1,2000,,,,,,,,,
17375,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17376,0.0025,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17377,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17378,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17379,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17380,0.00375,0.01,0,0.01,0.01,0,0,1,2000,,,,,,,,,
17381,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17382,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17383,0.005,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17384,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17385,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17386,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17387,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17388,0.0125,0.1,0,0,0.1,0,0,1,2000,,,,,,,,,
17389,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17390,0.00375,0.01,0,0.01,0.01,0,0,1,2000,,,,,,,,,
17391,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17392,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17393,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17394,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17395,0.0176777,0.141421,0,0.141421,0,0,0,1,2000,,,,,,,,,
17396,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17397,0.00375,0.03,0,0.03,0,0,0,1,2000,,,,,,,,,
17398,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17399,0.0025,0.01,0,0.01,0.01,0,0,1,2000,,,,,,,,,
17400,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17401,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17402,0.01375,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17403,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17404,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17405,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17406,0.0025,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17407,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17408,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17409,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17410,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17411,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17412,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17413,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17414,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17415,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17416,0.0125,0.1,0,0,0.1,0,0,1,2000,,,,,,,,,
17417,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17418,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17419,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17420,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17421,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17422,0.0163123,0.100499,0,0.03,0,0,0,1,2000,,,,,,,,,
17423,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17424,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17425,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17426,0.005,0.01,0.01,0.01,0,0,0.01,1,2000,,,,,,,,,
17427,0.0254951,0.10198,0,0.10198,0,0,0,1,2000,,,,,,,,,
17428,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17429,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17430,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17431,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17432,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17433,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17434,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17435,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17436,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17437,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17438,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17439,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17440,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17441,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17442,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17443,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17444,0.00375,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17445,0.00375,0.01,0,0.01,0.01,0.01,0,1,2000,,,,,,,,,
17446,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17447,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17448,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17449,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17450,0.0139975,0.10198,0,0.10198,0,0,0,1,2000,,,,,,,,,
17451,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17452,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17453,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17454,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17455,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17456,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17457,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17458,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17459,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17460,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17461,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17462,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17463,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17464,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17465,0.0138123,0.100499,0,0.01,0,0,0,1,2000,,,,,,,,,
17466,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17467,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17468,0.00375,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17469,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17470,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17471,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17472,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17473,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17474,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17475,0.0025,0.01,0,0.01,0.01,0,0,1,2000,,,,,,,,,
17476,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17477,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17478,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17479,0.01375,0.1,0,0.01,0,0,0,1,2000,,,,,,,,,
17480,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17481,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17482,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17483,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17484,0.0025,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17485,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17486,0.00375,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17487,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17488,0.015,0.1,0.01,0.01,0,0,0.01,1,2000,,,,,,,,,
17489,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17490,0.01375,0.1,0,0,0.01,0,0,1,2000,,,,,,,,,
17491,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17492,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17493,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17494,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17495,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17496,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17497,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17498,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17499,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17500,0.0025,0.01,0,0.01,0.01,0,0,1,2000,,,,,,,,,
17501,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17502,0.0025,0.01,0,0.01,0.01,0,0,1,2000,,,,,,,,,
17503,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17504,0.025,0.1,0,0,0.1,0,0,1,2000,,,,,,,,,
17505,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17506,0.0025,0.01,0.01,0,0,0,0.01,1,2000,,,,,,,,,
17507,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17508,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17509,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17510,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17511,0.0139975,0.10198,0,0.10198,0.01,0,0,1,2000,,,,,,,,,
17512,0.0155504,0.104403,0,0.104403,0,0,0,1,2000,,,,,,,,,
17513,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17514,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17515,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17516,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17517,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17518,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17519,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17520,0.0139975,0.10198,0,0.10198,0,0,0,1,2000,,,,,,,,,
17521,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17522,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17523,0.0025,0.01,0.01,0.01,0,0,0.01,1,2000,,,,,,,,,
17524,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17525,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17526,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17527,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17528,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17529,0.0275623,0.100499,0,0.100499,0.01,0,0,1,2000,,,,,,,,,
17530,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17531,0.0150623,0.100499,0,0.100499,0.01,0,0,1,2000,,,,,,,,,
17532,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17533,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17534,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17535,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17536,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17537,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17538,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17539,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17540,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17541,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17542,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17543,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17544,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17545,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17546,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17547,0.00375,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17548,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17549,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17550,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17551,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17552,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17553,0.0025,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17554,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17555,0.0127475,0.10198,0,0.10198,0,0,0,1,2000,,,,,,,,,
17556,0.00375,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17557,0.00375,0.03,0,0.03,0,0,0,1,2000,,,,,,,,,
17558,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17559,0.0125,0.1,0.1,0,0,0,0.1,1,2000,,,,,,,,,
17560,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17561,0.00375,0.03,0,0.03,0,0,0,1,2000,,,,,,,,,
17562,0.0150623,0.100499,0,0.02,0,0,0,1,2000,,,,,,,,,
17563,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17564,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17565,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17566,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17567,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17568,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17569,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17570,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17571,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17572,0.005,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17573,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17574,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17575,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17576,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17577,0.0025,0.02,0,0.02,0,0,0,1,2000,,,,,,,,,
17578,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17579,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17580,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17581,0.00125,0.01,0.01,0,0,0,0.01,1,2000,,,,,,,,,
17582,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17583,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17584,0.005,0.02,0,0.02,0.01,0,0,1,2000,,,,,,,,,
17585,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17586,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17587,0.0125623,0.100499,0,0.100499,0,0,0,1,2000,,,,,,,,,
17588,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17589,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17590,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17591,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17592,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17593,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17594,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17595,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17596,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17597,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17598,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17599,0.01375,0.1,0,0,0.01,0,0,1,2000,,,,,,,,,
17600,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17601,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17602,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17603,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17604,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17605,0.00375,0.01,0,0.01,0.01,0,0,1,2000,,,,,,,,,
17606,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17607,0.01625,0.1,0.1,0.01,0,0,0.1,1,2000,,,,,,,,,
17608,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17609,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17610,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17611,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17612,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17613,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17614,0.00125,0.01,0,0,0.01,0,0,1,2000,,,,,,,,,
17615,0.0138123,0.100499,0,0.01,0.100499,0,0,1,2000,,,,,,,,,
17616,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17617,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17618,0.025,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17619,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17620,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17621,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17622,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17623,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17624,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17625,0.01375,0.1,0,0,0.1,0,0,1,2000,,,,,,,,,
17626,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17627,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17628,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17629,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17630,0.0025,0.01,0.01,0.01,0,0,0.01,1,2000,,,,,,,,,
17631,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17632,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17633,0.0163123,0.100499,0,0.100499,0,0.01,0,1,2000,,,,,,,,,
17634,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17635,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17636,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17637,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17638,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17639,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17640,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17641,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17642,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17643,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17644,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17645,0.015,0.1,0,0.01,0.1,0,0,1,2000,,,,,,,,,
17646,0.0268004,0.104403,0.01,0.104403,0.1,0,0.01,1,2000,,,,,,,,,
17647,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17648,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17649,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17650,0.005,0.01,0.01,0.01,0.01,0,0.01,1,2000,,,,,,,,,
17651,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17652,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17653,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17654,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17655,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17656,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17657,0.0138123,0.100499,0,0.100499,0.01,0,0,1,2000,,,,,,,,,
17658,0.0125,0.1,0,0,0,0,0,1,2000,,,,,,,,,
17659,0.019321,0.144568,0,0.144568,0,0,0,1,2000,,,,,,,,,
17660,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17661,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17662,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17663,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17664,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17665,0.005,0.02,0,0.02,0.01,0,0,1,2000,,,,,,,,,
17666,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17667,0.0288123,0.100499,0,0.03,0.1,0,0,1,2000,,,,,,,,,
17668,0.00125,0.01,0,0,0.01,0,0,1,2000,,,,,,,,,
17669,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17670,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17671,0.00375,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17672,0.0139975,0.10198,0,0.10198,0,0,0,1,2000,,,,,,,,,
17673,0.01375,0.1,0,0.01,0,0,0,1,2000,,,,,,,,,
17674,0.0025,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17675,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17676,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17677,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17678,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17679,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17680,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17681,0.0125,0.1,0.1,0,0,0,0.1,1,2000,,,,,,,,,
17682,0.0025,0.01,0,0,0.01,0,0,1,2000,,,,,,,,,
17683,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17684,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17685,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17686,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17687,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17688,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17689,0.00125,0.01,0,0,0,0,0,1,2000,,,,,,,,,
17690,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17691,0.0075,0.03,0,0.01,0.01,0.01,0,1,2000,,,,,,,,,
17692,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17693,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17694,0.01875,0.1,0.1,0,0.01,0,0.1,1,2000,,,,,,,,,
17695,0.0025,0.01,0.01,0,0,0,0.01,1,2000,,,,,,,,,
17696,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17697,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17698,0.00125,0.01,0,0.01,0,0,0,1,2000,,,,,,,,,
17699,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17700,0.0125,0.1,0,0,0,0.1,0,1,2000,,,,,,,,,
17701,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17702,0.015,0.1,0,0.1,0.01,0,0,1,2000,,,,,,,,,
17703,0.00375,0.02,0,0,0,0.01,0,1,2000,,,,,,,,,
17704,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17705,0.0125,0.1,0,0.1,0,0,0,1,2000,,,,,,,,,
17706,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17707,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17708,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17709,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17710,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17711,0.0138123,0.100499,0,0,0,0,0,1,2000,,,,,,,,,
17712,0.01375,0.1,0,0,0.01,0,0,1,2000,,,,,,,,,
17713,0,0,0,0,0,0,0,1,2000,,,,,,,,,
17714,0.01375,0.1,0.1,0,0,0,0.1,1,2000,,,,,,,,,
17715,0,0,0,0,0,0,0,1,2000,,,,,,,,,
